ensembl_id	gene_symbol	p.value	FDR	summary.logFC	logFC.2	logFC.3	logFC.4	logFC.5	logFC.6	logFC.7	logFC.8	logFC.9	logFC.10	logFC.11	logFC.12	logFC.13
ENSG00000042980	ADAM28	2.0604829388203206e-13	6.507542638082958e-11	1.4015530858136802	1.4792689952207592	1.5291939811090058	1.50171419026946	1.5291939811090058	1.5190470357634878	1.526500288008143	1.5084015266631006	1.5291939811090058	1.5161159441645664	1.5063665439174678	1.4015530858136802	1.5291939811090056
ENSG00000116191	RALGPS2	2.440216351437975e-13	7.385721490352271e-11	1.1785737588484315	1.334491455456938	1.4362923713020772	1.376985028678961	1.3072346016076115	1.3313625292118056	1.2482321715075684	1.3274864077006503	1.4362923713020772	1.4362923713020772	1.4169679136108673	1.4362923713020772	1.1785737588484315
ENSG00000171467	ZNF318	5.009883316725952e-12	1.399684323565284e-9	0.5055631155328204	0.5669384404817092	0.6006824737535581	0.5471700311705879	0.5459156785871178	0.5646139054234484	0.5781798768956697	0.5055631155328204	0.6144193958236844	0.5771810278341082	0.5278959105744659	0.6144193958236844	0.6144193958236844
ENSG00000110848	CD69	5.770543527879076e-12	1.552489932833837e-9	2.776535424770798	4.261015976555358	3.981607846487144	2.711101524715745	2.184112423556218	1.2860776208935043	2.228982323368583	3.992053703918528	4.609751285164502	2.776535424770798	4.2348286234916674	4.443875436572869	4.011527847721439
ENSG00000211677	IGLC2	8.321844767186077e-11	2.158924299601419e-8	1.147868997687676	1.2727792343151023	1.2690471922162887	1.2549865252401	1.235216525203326	1.3010382491475976	1.2944644009341428	1.2793626752874974	1.3010382491475976	1.3010382491475976	1.3010382491475976	1.3010382491475976	1.147868997687676
ENSG00000077238	IL4R	1.3850298838084032e-9	3.469261060684219e-7	1.2476841602371675	1.102503840446691	1.5327289218720843	1.397711152809578	1.29475497353876	1.0468244093003625	1.2691129932936576	1.2245255643933295	1.5458763086764815	1.3195824773182507	1.016742717377003	1.2476841602371675	1.3476720124248114
ENSG00000122224	LY9	1.6075330951377652e-9	3.8923734676935803e-7	1.4017561531553242	2.1474365871951604	2.0915489723552336	1.5824559021337927	1.915321629526527	1.9005162070629429	1.937866067909681	2.164079704205376	2.2144782341733893	2.156490796095665	2.160063172190287	2.2144782341733893	1.4017561531553242
ENSG00000162511	LAPTM5	1.3795384357380122e-8	3.2325700636132024e-6	1.2477801943931004	0.6129253203868279	2.581607120640657	1.5833542250054466	2.3898830820987147	1.4089432772217505	1.2080957299684472	2.2448908323155763	2.910883126303009	1.508643735594328	2.416533088084601	2.3566920782440524	1.2477801943931004
ENSG00000070961	ATP2B1	1.7050182142011398e-7	3.870391346236585e-5	0.7405258009015232	-0.5038302821832761	1.0452422518075344	0.6016742044818694	0.6092703138019138	0.46436730670440673	0.5235800142248282	0.7481936582644508	0.8919995270827044	0.7405258009015232	0.6964839519428827	0.8921321463964746	0.855398514635979
ENSG00000172071	EIF2AK3	2.0520488874918225e-7	4.416376267919287e-5	0.6654996352840404	0.4054040633254587	0.8530713658417103	0.6974044504516036	0.738770943911258	0.7836420391939021	0.7888828994094157	0.7648720316823884	0.8804410959882772	0.7087518638821596	0.6802295036434585	0.8804410959882772	0.6654996352840404
ENSG00000137502	RAB30	2.0671364690150838e-7	4.416376267919287e-5	0.5828530164817213	0.6750825870371214	0.6532074672816817	0.3929450514701341	0.5942242749887928	0.6478543397563055	0.6183115510093089	0.6955681975540069	0.7285039580339017	0.5828530164817213	0.57037779019393	0.7644493800292752	0.6150962955723953
ENSG00000115020	PIKFYVE	3.101032214947349e-7	6.435970859822157e-5	0.7228106821245213	0.5947135823052365	0.9767649926250116	0.7864587653870797	0.6536144785900745	0.8725869034507996	0.8654488158717959	0.7899035172238347	0.9881909098286136	0.7228106821245213	0.7843881098833603	0.902030073665434	0.9881909098286136
ENSG00000170006	TMEM154	5.364765406719574e-7	1.0824904420669706e-4	0.4121182891168727	0.4996687722021515	0.46177416458904297	0.3478762023674178	0.39657579654345465	0.4545711290085603	0.4234397798386989	0.4121182891168727	0.5340137318177774	0.4920431675640103	0.5036751785703266	0.5340137318177774	0.5340137318177774
ENSG00000147535	PLPP5	8.54236665761886e-7	1.67707436218766e-4	0.6909370094715824	0.7572847155727748	0.8794352643584167	0.58972443806436	0.803080764219474	0.8705346044714837	0.6566793103187963	0.7749277355353371	0.9770596369818638	0.6909370094715824	0.675214405653646	1.012307548851577	0.8893958170112459
ENSG00000111666	CHPT1	9.606966202557756e-7	1.836447434088935e-4	0.678033289027237	0.4880032467787468	0.7526064186588765	0.6830668525039666	0.7982170218889466	0.6146467567567887	0.6762706278340117	0.5770649645848185	0.7458000013804407	0.6916444675078175	0.6944436552944702	0.678033289027237	0.6142352095903266
ENSG00000140968	IRF8	1.5145432316553442e-6	2.820933855062669e-4	-1.2398847055677655	1.3771733731329014	2.031836604488512	2.0024128120913907	2.031838763711577	2.000677047918109	2.10030958036859	1.9253521218354257	2.1263289065564517	2.065887503831971	2.01407340179777	1.5991349812418154	-1.2398847055677655
ENSG00000168421	RHOH	2.1497030589368026e-6	3.9038607550292347e-4	0.9704089454480058	1.6788468055338883	1.4938629336779754	0.5018148906429079	1.0369222252284158	0.4426224685524436	0.8449961722828665	1.6470942962904151	1.8744070536109825	0.9704089454480058	1.6086556898832405	1.8744070536109825	1.1864164426122232
ENSG00000160991	ORAI2	7.343361739120398e-6	0.00130102877251147	0.37762129924360954	0.4662913082583249	0.6297186569702873	0.47460449907519786	0.5267260357963593	0.43753104992014313	0.3468398434502468	0.37762129924360954	0.586906699336265	0.5487756279511281	0.4965635069677663	0.6594505317310512	0.5008608504662009
ENSG00000163683	SMIM14	7.796016196154521e-6	0.00133316061465357	0.8649363720456373	0.9924016781482438	1.133537480137656	1.1431290653761226	1.1125536932783802	1.1327359485570765	1.134377776545394	0.7348908341302799	1.16065659715307	1.061171375307321	1.0484766925916424	0.8649363720456373	0.8712474999825549
ENSG00000068831	RASGRP2	7.891782272866718e-6	0.00133316061465357	0.6157561014331985	0.7244122386560314	0.8790987653029969	0.8319337655043384	0.6924185057901737	0.2787136029091074	0.5980637060057419	0.8268563656073207	0.8067859335242291	0.6615103865638701	0.8435327328874196	0.7747683864455884	0.6157561014331985
ENSG00000100162	CENPM	1.2686463754928616e-5	0.00209441983445003	0.4597590903635042	0.8312204051772879	0.635668428590012	0.4980425143840341	0.7893738343260234	0.8063114120567803	0.6390541728231993	0.8605471162256536	0.5985774142484122	0.6330100473226515	0.4597590903635042	0.8665599460261304	0.8665599460261304
ENSG00000127528	KLF2	1.3146151231584422e-5	0.00212208094547176	1.3680471436072337	2.9173107235455973	4.245204099509017	3.8230593510600697	2.7193491734944923	0.4830852636939067	1.4506857676112477	1.3680471436072337	4.352541150230251	3.5632137798273003	4.082963568056202	3.860830254991986	3.755623814192392
ENSG00000169442	CD52	1.3481460832411062e-5	0.00212889851057899	1.152710352040704	1.5902490481294242	1.9980199034676696	1.405106586370494	2.22776574406947	1.222108369613938	0.49843640740243034	2.192208432873658	2.7370256784087026	1.152710352040704	2.616581540749208	2.124901207486139	2.0072299096593147
ENSG00000162894	FCMR	1.672807650187385e-5	0.0025853776108428	0.65413506675622	1.0143807654586694	0.8274590914773874	0.32798010158545254	0.7233221672356169	0.5570508372368154	0.8445158539791994	1.0148804151430644	1.0861411911068553	0.65413506675622	1.0290264704524907	1.0861411911068553	1.0861411911068553
ENSG00000120690	ELF1	2.181225048744037e-5	0.00330092057376597	1.0629335731780962	1.1403985589781649	1.8158602028752855	0.7977528655679196	1.3714125790455771	0.416192502026437	0.5122970345955906	1.3812608954907784	2.4097600581168317	1.0629335731780962	1.9833396798944172	2.0934291912682506	1.5104521166767817
ENSG00000028277	POU2F2	2.3732591291560036e-5	0.00351823557432432	0.5639113539955999	0.8568010811419546	0.8858438515168985	0.7831737730380072	0.7994242319775083	0.7401552210959266	0.8577897024789102	0.8502986962257266	0.919769303012052	0.7570794962679411	0.8581325910066037	0.919769303012052	0.5639113539955999
ENSG00000145088	EAF2	3.326006835329305e-5	0.00483202273036641	0.6451763295463198	0.7874097316254726	0.8288594284579192	0.8541344793564017	0.901450619906141	0.7784449481252974	0.87811598713082	0.8391530223667242	0.6451763295463198	0.8995771877624502	0.6586187167697097	0.9126552247068896	0.8123173133997217
ENSG00000076513	ANKRD13A	5.652115091649075e-5	0.00805038510308605	0.34398030475321006	0.2577962509280449	0.5371864530245054	0.44928330860176935	0.39910853121363266	0.4432328175039587	0.3966889960709616	0.34398030475321006	0.5641336756066198	0.4726298708295525	0.31263939189743056	0.5641336756066198	0.47707237535228186
ENSG00000147905	ZCCHC7	7.655770679259867e-5	0.01069452273348916	0.5130535105634385	0.5934280267233035	0.7807589424745944	0.6304387144830328	0.7061830633960929	0.5588950968739604	0.6426107108500185	0.5411629353459304	0.5130535105634385	0.7480426264893427	0.3769978402984585	0.6620626965395722	0.6228269849168773
ENSG00000166012	TAF1D	9.285631578203663e-5	0.01272657128001347	0.847858085842985	1.2886314813852675	1.9555534524229945	1.0707297359554278	0.9234463494844324	0.4482713178050821	0.8918803792192815	1.3700082209431823	1.8912530866366983	0.847858085842985	0.955429276316656	1.968841009851554	1.2399254947841971
ENSG00000133818	RRAS2	1.0440728689400472e-4	0.01404471355551944	0.3950752576006381	0.5060255298950032	0.4324158189459641	0.35408672154347665	0.404963141621402	0.3373479037143662	0.31623852025908106	0.429626747012513	0.3950752576006381	0.4270560603090676	0.4232645894313875	0.5258986280724047	0.4930158000712003
ENSG00000101109	STK4	1.0869296602833152e-4	0.01435537645872363	0.7941391916715179	1.4972692660945326	2.14134937737463	0.8980878167011024	0.5869488374890757	0.3048141840821157	0.3445090315871093	1.7490468171060696	1.6912968587280983	0.7941391916715179	0.621738503899951	2.222276262535349	1.3295658033648756
ENSG00000152689	RASGRP3	1.1585106580580998e-4	0.01502753825023935	0.4508439473141741	0.4753775839682935	0.7104195100928745	0.6715739843793442	0.6934565343966107	0.6527891358123111	0.6953244832590081	0.4508439473141741	0.7030778459531176	0.7104195100928745	0.538897166127721	0.691710259004509	0.7104195100928745
ENSG00000139722	VPS37B	1.2109448917049932e-4	0.01543211174271064	0.7114228240065689	0.8723534876183537	1.2561992816409615	0.9944753296141688	0.7910389923018714	0.4489172725827071	0.9512683869144622	0.8410593888924278	1.2997218949517195	0.7114228240065689	1.194359535104785	1.2997218949517195	1.2257893654667995
ENSG00000145416	MARCHF1	1.3005802991169715e-4	0.01628864705652703	0.6514085226747803	0.5775899745979629	0.8733863578954254	0.8602209058327659	0.8733863578954254	0.8733863578954254	0.8696902605610141	0.8525939034495202	0.8733863578954254	0.8733863578954254	0.8638008812283653	0.6514085226747803	0.5711476630894547
ENSG00000162144	CYB561A3	1.819680646171865e-4	0.02240366137930919	-0.9030799880777244	0.47819292950720943	0.5948605287854833	0.4721454034514906	0.5541918658525803	0.5249875980913034	0.4636120063670603	0.45657715820925154	0.6436657213213781	0.593019947383411	0.427971394390158	0.5797589942296573	-0.9030799880777244
ENSG00000169499	PLEKHA2	2.1430395262601808e-4	0.02594506519792325	0.5045459548753543	0.4018912339251384	0.7691476721987733	0.587959605976162	0.6395012095506882	0.5666833545913458	0.6503741938817789	0.5817608793788351	0.8243750951926271	0.6003911550914368	0.7219692500355895	0.8243750951926271	0.5045459548753543
ENSG00000211772	TRBC2	2.9119274118772124e-4	0.03467580445881322	0.42438305764844614	0.5068757862201296	-0.7030660252740674	-2.111806971271665	-0.6321500801989327	-1.377809213657729	-1.745786026422687	0.613720851262701	0.7102234653980168	-1.2660302783275448	0.42438305764844614	0.796209278351305	0.6877051641633837
ENSG00000125753	VASP	3.074058415693726e-4	0.03601606505096647	0.5191797092679724	-0.3850303728240954	0.7381231406793745	0.5195621545496252	0.7998860598588571	0.27378506630308497	0.44237066889417287	0.49603308662467765	0.8993345670078946	0.5191797092679724	0.5224077252147074	0.7209082798444046	0.609293237539364
ENSG00000107438	PDLIM1	3.252982214403922e-4	0.03750740127846045	-0.8295043668713694	0.6344208266355924	0.6386804765269551	0.6636800796012914	0.6813239541327384	0.6762107826165689	0.6637814929054114	-0.8295043668713694	0.6813239541327384	0.5556158886191676	0.6383638513112527	0.6813239541327384	0.6813239541327384
ENSG00000140398	NEIL1	3.912480144053703e-4	0.04440664963500954	0.34405049280697764	0.5542038220631182	0.5746145062269667	0.5471475888642743	0.5631688303461548	0.4824742535641354	0.567834104273313	0.34405049280697764	0.5746145062269667	0.4965737451865294	0.5654544345676502	0.5746145062269667	0.5746145062269667
ENSG00000008282	SYPL1	4.4107071694476777e-4	0.04854451042252718	0.3875118715119821	0.6211072407543328	0.930223735960925	0.7680232548241245	0.8955614530919744	0.4988933601731671	0.6330722279223255	0.3875118715119821	0.9016923055509036	0.9492814420441618	0.877100469034425	1.0583087145729069	0.8451782223405333
ENSG00000081237	PTPRC	4.834842925588386e-4	0.05241835673354334	-0.5779671379578994	-0.2945332037075623	1.09713522943027	-0.8314166206292768	-0.6511891419062708	-0.5392684651443833	-0.9331800181082226	1.5100617450575078	1.6995228139377965	-0.5779671379578994	1.4299978679383087	1.5788839817086635	0.8692280509734602
ENSG00000186352	ANKRD37	5.005911182322832e-4	0.05347491004175452	0.4820475567183653	0.3859447609781675	0.7483762962381263	0.5504125970557392	0.6059642019540263	0.3839500457937914	0.4534694284704597	0.734340558499201	0.6765381503281496	0.5605403205987987	0.5059880235042986	0.7452421713910968	0.4820475567183653
ENSG00000148429	USP6NL	6.054899327539383e-4	0.06286205503249953	0.21853298792612091	0.14732737076013686	0.27193745288345583	0.24122320798451552	0.23830649822229277	0.21385529188880847	0.12915564076776545	0.18620592968127236	0.21853298792612091	0.27193745288345583	0.21856352277781585	0.27193745288345583	0.27193745288345583
ENSG00000112149	CD83	6.057742087382937e-4	0.06286205503249953	1.166071050929475	1.4917530675726027	3.712179248151464	3.5982345318436724	3.565607897729701	3.360622800170966	3.5133536160757464	3.117029817237655	3.1206167889963927	3.5962949721247117	1.270774391369105	3.520495994207128	1.166071050929475
ENSG00000185404	SP140L	6.214929974182196e-4	0.06358486103163304	0.21783297896107695	0.5289943122105495	0.47852854820136903	0.20311911363356697	0.36471991225402234	0.2896200375390164	0.2082563938593043	0.4318558406915351	0.4861553426245469	0.420297627212656	0.21783297896107695	0.6179534503518099	0.5877201643547731
ENSG00000132465	JCHAIN	6.99750729208446e-4	0.07059707356902986	0.4148842834613205	0.5111753500112592	0.441267833101811	0.5121386971555419	0.4745695278533893	0.5171634373512161	0.5195323244466644	0.5131065018785824	0.4148842834613205	0.44460641232260856	0.5204839781173258	0.5204839781173258	-3.3862274180639234
ENSG00000121895	TMEM156	7.128901193714478e-4	0.07093744968649585	0.19415648225555115	0.7538473319743882	0.637614920576099	0.4239229666218658	0.507733360211815	0.5328357862822355	0.19415648225555115	0.7784048447244041	0.7991972991703092	0.6271790297904525	0.7465756767493968	0.7991972991703092	0.7991972991703093
ENSG00000081189	MEF2C	7.850262502124833e-4	0.0770598740749119	0.6259706575819004	1.376233840021234	1.6219278319059678	1.6207056951479528	1.523650539236428	1.6304310064429983	1.6379405805583345	1.0043430475765214	1.6231111041303223	1.6278529721099728	1.4949850186835003	1.5046376339153325	0.6259706575819004
ENSG00000143384	MCL1	8.616888591879702e-4	0.08345743830855222	-0.5279018547606937	-2.0650333359372244	0.7498208157317918	-0.8283395830468288	-1.327774230663179	-1.0260235748284183	-0.8275279316142656	-1.296865239612278	0.8766074939086261	-1.0915553359105985	-0.5279018547606937	0.7224909026551503	-1.825960009840637
ENSG00000119866	BCL11A	9.62729637542672e-4	0.0920166853567101	-0.7675941168761355	1.2968245982922793	1.6049672571727758	1.620055936505759	1.6021495950772109	1.6413378960928968	1.6446811874953433	1.6144747681391634	1.6310827210939487	1.6446811874953433	0.964784583873948	1.5954966795140406	-0.7675941168761355
ENSG00000167526	RPL13	9.824531635119558e-4	0.09268233480195907	0.9461664950945776	0.5861986461902742	1.93532672077931	1.348221736599541	2.835727586458336	-0.6877141501554496	-0.1823862670152536	1.2236821457995255	-0.3672631604472043	1.229482959054108	0.6295943652828564	0.9461664950945776	0.9643607990545108
ENSG00000076554	TPD52	0.00101012771014305	0.09407138059588643	0.4322375397290196	0.6095449466717279	0.6377647512328327	0.6595028978766728	0.6524995873645109	0.5838674635484703	0.6423353576426325	0.6897453894689884	0.4322375397290196	0.6675040854388166	0.6067166140686164	0.5999125649986862	0.5121107761977037
ENSG00000173200	PARP15	0.00110855626673094	0.10193104710802016	0.408753755306142	0.6091572343646893	0.6296012102323983	0.5337222420034506	0.5055808972339593	0.5389476670752302	0.4548954318036007	0.5867861244667557	0.6296012102323983	0.408753755306142	0.5915499537887395	0.6296012102323983	0.4456793149115083
ENSG00000130522	JUND	0.00117959997045698	0.10593337493119286	0.24096974599004992	1.9159781266692493	3.4805827909765172	1.382167291569992	1.1881022427829269	0.24096974599004992	0.9653677532796144	1.694095914991017	5.176311675024894	1.6480716211962116	3.1885012547043563	4.95922042050873	1.3665290032946131
ENSG00000152127	MGAT5	0.00118125046385278	0.10593337493119286	0.3113841171853476	0.2994951975632598	0.46493602723750366	0.33943587968510935	0.3741558274374282	0.3848714123939088	0.34754807390654696	0.37467622469981776	0.46493602723750366	0.39450802178652405	0.4305795638447925	0.46493602723750366	0.3113841171853476
ENSG00000173193	PARP14	0.00120389506883099	0.10664748512180892	0.6553349079672022	1.231173221907053	1.623194133540941	1.220901102379854	1.171694789195185	1.4083405472233816	1.33414093449207	1.1651382433433453	1.6553367895338538	0.6553349079672022	0.7490521512005093	1.5561259042037494	1.6418048044391291
ENSG00000198771	RCSD1	0.00133539281876513	0.1168710052471076	0.4204806455110437	0.6358853489864363	0.6035107264077593	0.4230833517909245	0.6382044514437112	0.5753241566451913	0.5464282180455278	0.7605642014766809	0.7003666058748246	0.4204806455110437	0.7697444033483092	0.7167433820865334	0.7846108624815133
ENSG00000134419	RPS15A	0.00147426218406947	0.12612655883414473	0.8675343696501301	0.7381879970074818	1.6843616983596026	0.8311024193697198	3.1130932226326498	-0.9176986154678914	-0.6005789152887901	1.2042988861923352	-0.4649995233709223	0.5783555017912869	0.5340401826302923	0.8675343696501301	0.6635022257415368
ENSG00000138592	USP8	0.00148661501171533	0.12612655883414473	0.5223113837444324	0.5877236836094076	0.9951629713997644	0.6187872071954568	0.6263638258263059	0.6082910744719294	0.7454119429097605	0.5855253139177553	1.042547266340847	0.5223113837444324	0.7448444166954926	1.0073006744048032	0.584703732471181
ENSG00000083454	P2RX5	0.00149323844434697	0.12612655883414473	0.14406392886310143	0.4352138276008049	0.38022100528280867	0.2586920099066363	0.39840768110204144	0.3831085314063647	0.14406392886310143	0.4550264532974004	0.4758189077433056	0.3812690404652521	0.40960172879688767	0.4758189077433056	0.4758189077433056
ENSG00000034677	RNF19A	0.00178066609020414	0.14867538481888376	-0.7687902557860631	0.8285169465183589	1.0531000095463374	-0.7012117234440947	-1.0238276064878695	0.5754818842328228	-1.3671090870229436	0.4176600143472937	1.2532372201797803	-0.7687902557860631	0.4520053696820657	1.2921058682274622	0.8498218566783292
ENSG00000157514	TSC22D3	0.00183143209756448	0.15117639496259608	0.2101376823069492	2.1507970904736387	3.551303306223496	1.1223074131579929	1.1227757847163915	0.2918620685073634	0.2101376823069492	3.1110112969070443	4.6170842019622444	1.73104637082751	3.8957285959994663	4.040758041545483	2.143951012687402
ENSG00000156675	RAB11FIP1	0.00206984427551237	0.16893650356541473	0.3608007143606844	0.5136143688541098	1.277951369773918	0.4222444193448472	0.3608007143606844	1.0357081018030114	0.3469914966973088	1.0611271036248504	1.0845257403023247	0.726651201688486	0.37671629432238296	1.288987643608734	-1.7699799238565057
ENSG00000204628	RACK1	0.00210274149845935	0.16897029106795983	1.004700146383255	0.4184664877513624	1.4475639808008691	0.7586386472434956	2.545014994693255	-0.31938965436512223	-0.18655360211434055	0.7937833498217675	-1.6424099490600996	1.0898993915750363	-1.0743441406803749	1.004700146383255	0.8387345716408876
ENSG00000145414	NAF1	0.00211678090407273	0.16897029106795983	0.4573612893931231	0.5418374809784225	0.8135360718447767	0.4306547905403939	0.5154980796102782	0.30981680133630707	0.34417055057690193	0.6336616094635044	0.8843936201152713	0.5815271712978138	0.6539033126820687	0.833598392991868	0.4573612893931231
ENSG00000048471	SNX29	0.00250111936079029	0.19747968518239903	0.34587777975109835	0.32459235325677993	0.5725113079277678	0.45883943244394326	0.5219629620401431	0.5902514692459802	0.6000583928153812	0.44166310463199776	0.6624164626569041	0.4878963068104567	0.5006627221627955	0.6624164626569041	0.34587777975109835
ENSG00000117318	ID3	0.00259089283227722	0.20236823154474984	-0.8241992163877532	0.6160318111648315	0.6192262339832012	0.3627854286249236	0.3670140539007683	0.3494716078055079	0.5935854614006056	-0.8241992163877532	0.7113185356129779	0.5951985701052791	0.6924321728988565	0.638448223395419	0.6734512194456436
